airport_ident,length_ft,width_ft,he_latitude_deg,he_longitude_deg
0LL4,2143.0,100.0,,
0LL5,2230.0,70.0,,
0LL6,2600.0,70.0,,
0LL7,40.0,40.0,,
0LL9,100.0,100.0,,
0LS0,3000.0,144.0,,
0LS3,100.0,100.0,,
0LS4,1700.0,60.0,,
0LS5,650.0,250.0,,
0LS7,3000.0,100.0,,
0LS8,2500.0,140.0,,
0LS9,1530.0,75.0,,
0MA1,60.0,60.0,,
0MA2,60.0,60.0,,
0MA3,1600.0,1600.0,,
0MA4,40.0,40.0,,
0MA5,100.0,100.0,,
0MA6,50.0,50.0,,
0MA9,25.0,25.0,,
0MD0,79.0,64.0,,
0MD1,3000.0,50.0,,
0MD2,2200.0,30.0,,
0MD2,75.0,75.0,,
0MD3,90.0,90.0,,
0MD4,2600.0,100.0,,
0MD5,90.0,90.0,,
0MD6,1800.0,60.0,,
0MD7,100.0,100.0,,
0MD9,55.0,55.0,,
0ME4,2000.0,110.0,,
0ME7,4000.0,400.0,,
0MI1,3500.0,50.0,,
0MI3,1800.0,100.0,,
0MI3,2400.0,100.0,,
0MI3,3700.0,150.0,,
0MI4,3000.0,100.0,,
0MI6,2200.0,300.0,,
0MI7,35.0,35.0,,
0MI8,1600.0,100.0,44.890567779541016,-84.2999496459961
0MI8,2800.0,100.0,44.89720153808594,-84.2947998046875
0MI9,50.0,50.0,,
0MN0,5500.0,700.0,,
0MN2,11000.0,3000.0,,
0MN3,5000.0,100.0,,
0MN3,5000.0,100.0,,
0MN4,5000.0,300.0,,
0MN5,2800.0,60.0,,
0MN6,2500.0,150.0,,
0MN7,120.0,100.0,,
0MN8,1650.0,50.0,,
0MN9,50.0,50.0,,
0MO0,1685.0,120.0,,
0MO1,2100.0,50.0,,
0MO2,1200.0,40.0,,
0MO4,18.0,18.0,,
0MO5,1800.0,60.0,,
0MO7,65.0,65.0,,
0MO8,2600.0,130.0,,
0MO9,50.0,50.0,,
0MS0,3200.0,100.0,32.47840118408203,-88.61329650878906
0MS2,2300.0,75.0,,
0MS3,30.0,30.0,,
0MS5,2700.0,60.0,,
0MS6,240.0,150.0,,
0MS7,2100.0,60.0,,
0MS8,4000.0,75.0,,
0MS9,3200.0,50.0,,
0MT1,1500.0,30.0,,
0MT2,30.0,30.0,,
0MT3,40.0,40.0,,
0MT4,1000.0,60.0,,
0MT5,750.0,40.0,,
0MT6,2400.0,50.0,,
0MT7,3800.0,50.0,,
0MT8,100.0,60.0,,
0MT9,1700.0,52.0,,
0MU1,2000.0,75.0,,
0MU2,20.0,20.0,,
0MU3,60.0,60.0,,
0MU4,1700.0,60.0,,
0MU5,30.0,30.0,,
0MU6,60.0,60.0,,
0MU7,2600.0,60.0,,
0MU8,800.0,60.0,,
0MY0,200.0,60.0,,
0MY1,30.0,30.0,,
0N0,2780.0,20.0,39.2859992980957,-94.44300079345705
0N4,2533.0,28.0,39.20539855957031,-75.4833984375
0N5,60.0,60.0,,
0N6,2048.0,40.0,39.01060104370117,-75.53179931640625
0NA1,2600.0,50.0,,
0NA5,2200.0,60.0,,
0NA9,2200.0,50.0,,
0NC0,50.0,50.0,,
0NC2,78.0,65.0,,
0NC3,70.0,70.0,,
0NC4,70.0,70.0,,
0NC5,40.0,40.0,,
0NC6,200.0,150.0,,
0NC7,1700.0,75.0,,
0NC8,2300.0,100.0,,
0NC9,60.0,60.0,,
0ND0,2600.0,50.0,,
0ND6,1600.0,25.0,,
0ND7,2600.0,60.0,,
0NE0,2300.0,100.0,,
0NE0,1800.0,100.0,,
0NE1,2500.0,50.0,,
0NE2,2000.0,50.0,,
0NE3,40.0,40.0,,
0NE4,30.0,30.0,,
0NE6,3500.0,100.0,40.42829895019531,-98.07009887695312
0NJ0,51.0,44.0,,
0NJ1,200.0,200.0,,
0NJ2,200.0,100.0,,
0NJ3,305.0,140.0,,
0NJ4,40.0,35.0,,
0NJ6,2950.0,100.0,,
0NJ7,75.0,75.0,,
0NJ8,75.0,75.0,,
0NJ9,85.0,85.0,,
0NK0,1400.0,40.0,,
0NK1,2100.0,100.0,,
0NK2,3000.0,100.0,,
0NK3,2700.0,75.0,,
0NK4,40.0,40.0,,
0NK5,50.0,50.0,,
0NK7,50.0,50.0,,
0NK8,2500.0,50.0,,
0NK9,1700.0,60.0,,
0NM0,4210.0,250.0,,
0NM7,4000.0,60.0,,
0NM7,7500.0,60.0,,
0NV1,40.0,40.0,,
0NY0,3000.0,150.0,,
0NY1,1360.0,125.0,,
0NY3,1600.0,100.0,,
0NY4,35.0,35.0,,
0NY5,100.0,75.0,,
0NY6,25.0,25.0,,
0NY7,2000.0,75.0,,
0NY8,1700.0,100.0,,
0O0,15840.0,4000.0,,
0O4,2702.0,50.0,39.93989944458008,-122.1709976196289
0O9,2990.0,50.0,41.84619903564453,-123.97899627685548
0OH1,40.0,40.0,,
0OH2,2370.0,80.0,,
0OH3,70.0,70.0,,
0OH6,800.0,50.0,,
0OH7,1300.0,70.0,,
0OH7,2200.0,70.0,,
0OH8,3000.0,50.0,40.19210052490234,-84.25379943847656
0OH9,1100.0,75.0,,
0OI0,12.0,12.0,,
0OI1,30.0,30.0,,
0OI2,2200.0,80.0,,
0OI3,1900.0,70.0,,
0OI4,2000.0,50.0,,
0OI6,2600.0,50.0,,
0OI9,1100.0,100.0,,
0OK0,2400.0,50.0,,
0OK1,3200.0,135.0,,
0OK2,100.0,100.0,,
0OK3,5000.0,30.0,35.61280059814453,-98.52110290527344
0OK4,2350.0,40.0,,
0OK5,2000.0,100.0,,
0OK6,2400.0,90.0,,
0OK7,50.0,50.0,,
0OK8,2500.0,100.0,,
0OK9,3000.0,100.0,,
0OK9,2600.0,100.0,,
0OR0,40.0,40.0,,
0OR2,50.0,50.0,,
0OR3,1950.0,100.0,,
0OR4,60.0,60.0,,
0OR5,1700.0,100.0,,
0OR6,2900.0,40.0,,
0OR7,1900.0,50.0,,
0OR8,2500.0,75.0,,
0OR9,1900.0,25.0,,
0P1,2590.0,128.0,39.82820129394531,-99.56739807128906
0P2,1000.0,100.0,,
0P2,1000.0,100.0,,
0PA0,2450.0,300.0,,
0PA0,2450.0,300.0,,
0PA0,1800.0,200.0,,
0PA1,80.0,80.0,,
0PA2,500.0,100.0,,
0PA3,1277.0,100.0,,
0PA4,1515.0,100.0,,
0PA5,2550.0,125.0,,
0PA6,1800.0,100.0,,
0PA7,1200.0,100.0,,
0PA8,90.0,90.0,,
0PA9,200.0,200.0,,
0PN0,2000.0,200.0,,
0PN1,7500.0,800.0,,
0PN3,80.0,80.0,,
0PN4,500.0,100.0,,
0PN5,2400.0,100.0,,
0PN6,1730.0,100.0,,
0PN7,2800.0,100.0,,
0PN8,2000.0,100.0,,
0PN9,1800.0,75.0,,
0PS0,2200.0,100.0,,
0PS1,90.0,90.0,,
0PS2,70.0,70.0,,
0PS3,1272.0,100.0,,
0PS4,2400.0,100.0,,
0PS5,30.0,30.0,,
0PS6,120.0,40.0,,
0PS7,1900.0,150.0,,
0PS8,65.0,60.0,,
0PS9,35.0,35.0,,
0Q3,2700.0,45.0,38.22330093383789,-122.44300079345705
0Q3,1500.0,50.0,38.222900390625,-122.4530029296875
0Q4,2490.0,50.0,36.579200744628906,-119.65299987792967
0Q9,2480.0,40.0,38.25690078735352,-122.43000030517578
0R2,2940.0,125.0,38.39830017089844,-93.3324966430664
0R7,5000.0,75.0,31.983400344848636,-93.30789947509766
0R9,2600.0,120.0,39.19060134887695,-99.3031005859375
0S1,2830.0,100.0,,
0S2,3500.0,240.0,,
0S5,2400.0,30.0,46.23529815673828,-116.23799896240234
0SD0,3000.0,100.0,,
0SD1,1726.0,60.0,,
0SD2,40.0,40.0,,
0SD3,3700.0,50.0,,
0SD4,60.0,60.0,,
0SD5,16.0,16.0,,
0SD7,2000.0,50.0,,
0SD9,20.0,20.0,,
0T3,2600.0,70.0,37.31129837036133,-89.99089813232422
0T7,2300.0,195.0,,
0TA0,100.0,100.0,,
0TA1,2000.0,60.0,,
0TA2,2300.0,60.0,,
0TA2,4000.0,60.0,,
0TA3,2500.0,130.0,,
0TA3,1500.0,100.0,,
0TA4,1742.0,50.0,,
0TA5,200.0,150.0,,
0TA6,50.0,50.0,,
0TA6,20.0,15.0,,
0TA6,20.0,15.0,,
0TA7,5000.0,100.0,30.1481990814209,-103.89299774169922
0TA7,5200.0,100.0,30.1481990814209,-103.89299774169922
0TA7,5100.0,100.0,30.1481990814209,-103.89299774169922
0TA8,2680.0,45.0,,
0TA9,35.0,35.0,,
0TE0,2650.0,50.0,,
0TE0,3250.0,50.0,,
0TE1,100.0,100.0,,
0TE2,800.0,200.0,,
0TE3,2600.0,400.0,,
0TE4,3000.0,40.0,31.07699966430664,-96.21399688720705
0TE5,5992.0,77.0,27.42569923400879,-99.1843032836914
0TE6,2575.0,50.0,,
0TE7,6291.0,60.0,30.243200302124023,-98.62169647216795
0TE8,150.0,150.0,,
0TE9,150.0,150.0,,
0TN0,1750.0,100.0,,
0TN1,8000.0,800.0,,
0TN1,5000.0,500.0,,
0TN1,7000.0,700.0,,
0TN2,1200.0,100.0,,
0TN3,30.0,30.0,,
0TN4,50.0,50.0,,
0TN5,2350.0,100.0,,
0TN6,1050.0,75.0,,
0TN7,45.0,45.0,,
0TN8,75.0,75.0,,
0TN9,46.0,46.0,,
0TS1,1750.0,75.0,,
0TS2,600.0,50.0,,
0TS2,600.0,50.0,,
0TS2,600.0,50.0,,
0TS3,20.0,20.0,,
0TS4,1800.0,60.0,,
0TS5,3200.0,180.0,,
0TS6,20.0,20.0,,
0TS7,2800.0,100.0,,
0TS8,910.0,910.0,,
0TS9,1260.0,70.0,,
0TX0,2800.0,200.0,,
0TX1,3500.0,50.0,32.34920120239258,-97.6769027709961
0TX2,100.0,100.0,,
0TX3,20.0,20.0,,
0TX4,50.0,50.0,,
0TX5,1800.0,50.0,,
0TX6,2283.0,80.0,,
0TX7,2250.0,50.0,,
0TX8,1800.0,55.0,,
0TX9,2300.0,100.0,,
0TX9,2000.0,100.0,,
0U0,4000.0,100.0,,
0U1,2850.0,135.0,44.14519882202149,-115.31099700927734
0U2,4700.0,100.0,43.797000885009766,-113.82599639892578
0U3,2150.0,15.0,44.74639892578125,-114.91799926757812
0U7,2500.0,140.0,43.32469940185547,-113.58599853515624
0U8,4950.0,200.0,44.60860061645508,-113.88600158691406
0U9,2875.0,60.0,,
0VA1,2000.0,50.0,,
0VA2,2000.0,70.0,,
0VA3,2200.0,70.0,,
0VA4,2100.0,90.0,,
0VA5,3900.0,60.0,37.69889831542969,-77.6583023071289
0VA6,100.0,100.0,,
0VA8,1800.0,80.0,,
0VA9,1000.0,30.0,,
0VI1,3000.0,60.0,,
0W0,9500.0,300.0,,
0W7,10000.0,4000.0,,
0WA0,48.0,16.0,,
0WA1,2000.0,50.0,,
0WA2,2364.0,60.0,,
0WA3,40.0,40.0,,
0WA4,100.0,50.0,,
0WA5,24.0,12.0,,
0WA5,24.0,12.0,,
0WA6,70.0,70.0,,
0WA7,20.0,20.0,,
0WA8,40.0,40.0,,
0WA9,100.0,100.0,,
0WI0,43.0,44.0,,
0WI1,10000.0,4000.0,,
0WI1,3200.0,40.0,45.51060104370117,-92.13809967041016
0WI2,2600.0,60.0,,
0WI3,60.0,60.0,,
0WI4,3200.0,40.0,43.83000183105469,-89.34639739990234
0WI5,2000.0,100.0,,
0WI6,1300.0,60.0,,
0WI7,2100.0,150.0,,
0WI7,1500.0,100.0,,
0WI8,1200.0,100.0,,
0WI8,1400.0,200.0,,
0WI9,2600.0,70.0,,
0WN0,1050.0,28.0,,
0WN1,1800.0,40.0,,
0WN2,1200.0,50.0,,
0WN4,100.0,100.0,,
0WN5,150.0,50.0,,
0WN6,12.0,12.0,,
0WN7,40.0,40.0,,
0WN8,38.0,10.0,,
0WN9,1055.0,100.0,,
0WS7,1400.0,130.0,,
0WS7,900.0,130.0,,
0WY0,2000.0,30.0,,
0WY1,3400.0,70.0,,
0XA0,61.0,54.0,,
0XA0,56.0,56.0,,
0XA1,30.0,30.0,,
0XA2,40.0,40.0,,
0XA3,27.0,27.0,,
0XA3,30.0,27.0,,
0XA4,5000.0,75.0,27.990699768066406,-98.87899780273438
0XA5,3800.0,75.0,28.68120002746582,-98.37860107421876
0XA6,50.0,50.0,,
0XA7,2400.0,100.0,,
0XA7,150.0,150.0,,
0XA8,1000.0,130.0,,
0XA8,1000.0,150.0,,
0XA8,20.0,24.0,,
0XA9,46.0,46.0,,
0XS0,3300.0,150.0,,
0XS0,2500.0,150.0,,
0XS1,1500.0,60.0,,
0XS2,3700.0,30.0,,
0XS3,30.0,30.0,,
0XS4,50.0,50.0,,
0XS5,26.0,26.0,,
0XS6,3000.0,75.0,,
0XS7,6000.0,60.0,29.18560028076172,-100.2689971923828
0XS8,3200.0,30.0,,
0XS9,1200.0,100.0,,
0Y4,2500.0,90.0,43.16080093383789,-95.46990203857422
0Y6,3380.0,100.0,43.40900039672852,-93.51170349121094
0Z2,1000.0,22.0,,
0Z3,1400.0,100.0,,
10AK,800.0,80.0,,
10AL,65.0,65.0,,
10AZ,3407.0,150.0,33.36640167236328,-112.61299896240234
10CA,30.0,30.0,,
10CL,2300.0,40.0,,
10CN,60.0,60.0,,
10D,3248.0,200.0,44.953800201416016,-94.05909729003906
10F,3600.0,200.0,,
10FA,2575.0,30.0,,
10FD,1500.0,100.0,,
10FL,65.0,65.0,,
10GA,2100.0,150.0,,
10IA,2405.0,85.0,,
10ID,3000.0,40.0,,
10II,40.0,40.0,,
10IL,300.0,200.0,,
10IN,2600.0,100.0,,
10IN,40.0,20.0,,
10KS,64.0,64.0,,
10KY,30.0,30.0,,
10LA,2144.0,150.0,,
10LA,50.0,50.0,,
10MA,4000.0,800.0,,
10MI,100.0,100.0,,
10MN,4000.0,500.0,,
10MN,4000.0,1000.0,,
10MS,50.0,50.0,,
10MT,1500.0,60.0,,
10MT,2000.0,60.0,,
10MT,1600.0,60.0,,
10MU,65.0,65.0,,
10NC,2450.0,80.0,,
10ND,1300.0,50.0,,
10ND,1800.0,50.0,,
10NE,67.0,60.0,,
10NH,45.0,12.0,,
10NJ,75.0,75.0,,
10NK,40.0,40.0,,
10NY,50.0,30.0,,
10OH,1400.0,100.0,,
10OK,2600.0,150.0,,
10OR,1000.0,100.0,,
10PA,30.0,30.0,,
10PN,200.0,75.0,,
10SC,200.0,200.0,,
10TA,300.0,200.0,,
10TE,1975.0,50.0,,
10TN,1200.0,120.0,,
10TS,900.0,60.0,,
10TX,50.0,50.0,,
10UT,100.0,30.0,,
10VA,1800.0,20.0,,
10VG,30.0,30.0,,
10WA,2200.0,60.0,,
10WI,2100.0,200.0,,
10WY,4500.0,100.0,,
10XA,2300.0,20.0,,
10XS,3000.0,75.0,,
11AK,2400.0,30.0,,
11AK,1000.0,30.0,,
11AL,1600.0,75.0,,
11AL,1482.0,75.0,,
11AL,1238.0,75.0,,
11AL,1000.0,75.0,,
11AL,1600.0,75.0,,
11AR,60.0,60.0,,
11AZ,3850.0,150.0,,
11CA,1800.0,40.0,,
11CL,5875.0,80.0,,
11FA,2465.0,130.0,,
11FD,30.0,22.0,,
11FL,3000.0,200.0,,
11G,2530.0,60.0,42.92319869995117,-82.5813980102539
11GA,24.0,24.0,,
11GE,50.0,50.0,,
11IA,1320.0,100.0,42.34806060791016,-92.51338958740234
11II,4220.0,72.0,39.33610153198242,-86.03019714355469
11IL,44.0,44.0,,
11IN,2700.0,90.0,,
11IS,40.0,40.0,,
11KS,1600.0,70.0,,
11KS,2000.0,70.0,,
11KY,85.0,85.0,,
11LA,2000.0,100.0,,
11LA,2000.0,100.0,,
11LA,48.0,48.0,,
11LL,2250.0,100.0,,
11LS,1800.0,90.0,30.976900100708008,-92.56629943847656
11LS,1300.0,100.0,30.97599983215332,-92.56700134277344
11M,3000.0,60.0,,
11MA,1200.0,42.0,,
11MD,2500.0,75.0,,
11MI,50.0,50.0,,
11MO,2100.0,70.0,,
11MT,1257.0,30.0,,
11MT,1769.0,30.0,,
11N,2900.0,50.0,,
11NC,40.0,40.0,,
11NE,2500.0,100.0,,
11NJ,100.0,100.0,,
11NK,2400.0,50.0,,
11NY,1600.0,50.0,,
11OA,2300.0,100.0,,
11OG,2400.0,60.0,,
11OR,2225.0,40.0,,
11PN,2500.0,100.0,,
11S,2997.0,50.0,48.26539993286133,-124.30799865722656
11TA,180.0,90.0,,
11TE,1900.0,50.0,,
11TN,2800.0,75.0,,
11TN,2600.0,75.0,,
11TS,2370.0,50.0,,
11TX,2000.0,80.0,,
11VA,45.0,45.0,,
11VG,1800.0,70.0,,
11WA,2400.0,50.0,,
11WI,100.0,100.0,,
11WN,3000.0,350.0,,
11WN,1800.0,350.0,,
11Y,500.0,20.0,,
11Y,1000.0,60.0,,
12A,3133.0,40.0,35.17399978637695,-92.33570098876952
12AL,1600.0,75.0,,
12AL,1600.0,75.0,,
12AL,1600.0,75.0,,
12AL,1600.0,75.0,,
12AR,2600.0,100.0,,
12AZ,2400.0,100.0,,
12CA,1800.0,100.0,,
12CL,2790.0,40.0,,
12CO,1400.0,50.0,,
12FA,1800.0,80.0,,
12FD,40.0,40.0,,
12FL,2463.0,200.0,,
12FL,2721.0,200.0,,
12GA,50.0,50.0,,
12GE,2100.0,75.0,,
12I,16000.0,2000.0,,
12I,25000.0,2000.0,,
12IA,1350.0,200.0,,
12ID,2000.0,100.0,,
12II,2500.0,75.0,,
12IL,1300.0,100.0,,
12IN,1930.0,50.0,,
12IS,50.0,50.0,,
12JY,320.0,220.0,,
12KS,2600.0,50.0,,
12KY,2500.0,100.0,,
12LA,3500.0,85.0,,
12LL,2200.0,120.0,,
12LS,2100.0,70.0,,
12MA,400.0,200.0,,
12MD,40.0,40.0,,
12ME,1500.0,50.0,,
12MI,1852.0,100.0,,
12MO,3000.0,50.0,,
12MS,1100.0,75.0,,
12MT,1780.0,55.0,,
12MT,1640.0,85.0,,
12NC,3575.0,150.0,34.87860107421875,-76.3490982055664
12NC,3678.0,150.0,34.87879943847656,-76.34719848632812
12NC,3500.0,150.0,34.87839889526367,-76.34349822998047
12ND,2000.0,100.0,,
12NE,2000.0,40.0,,
12NH,1800.0,200.0,,
12NK,2600.0,125.0,,
12NM,5000.0,60.0,,
12NY,300.0,150.0,,
12OA,60.0,60.0,,
12OH,1030.0,100.0,,
12OK,3350.0,50.0,35.54560089111328,-97.45079803466795
12OR,2200.0,75.0,,
12PA,180.0,150.0,,
12PN,60.0,60.0,,
12PS,65.0,65.0,,
12S,2104.0,29.0,,
12SC,2400.0,100.0,,
12T,40.0,40.0,,
12TA,20.0,20.0,,
12TE,2300.0,200.0,,
12TN,2600.0,40.0,,
12TS,1600.0,50.0,,
12TS,1600.0,50.0,,
12TT,2480.0,50.0,33.596805572509766,-97.09967041015624
12TX,2000.0,100.0,,
12VA,2150.0,50.0,,
12WA,1550.0,200.0,,
12WI,60.0,50.0,,
12WT,2200.0,80.0,,
12WV,1292.0,40.0,38.34228897094727,-82.11170959472656
12WV,1053.0,40.0,30.344314575195312,-82.11170959472656
12WY,2500.0,50.0,,
12XS,2450.0,40.0,,
13AK,980.0,45.0,,
13AL,1600.0,50.0,,
13AL,1600.0,100.0,,
13AL,1600.0,50.0,,
13AL,1600.0,50.0,,
13AL,1600.0,100.0,,
13AL,1600.0,100.0,,
13AR,40.0,40.0,,
13AZ,1100.0,75.0,,
13CA,20.0,20.0,,
13CA,20.0,20.0,,
13CA,20.0,20.0,,
13CL,1950.0,50.0,,
13CO,15.0,15.0,,
13D,18.0,18.0,,
13FA,2300.0,100.0,,
13FD,40.0,40.0,,
13FL,500.0,200.0,,
13FL,300.0,100.0,,
13GA,3400.0,150.0,,
13GE,2600.0,60.0,,
13IA,850.0,60.0,,
13ID,1600.0,100.0,,
13II,50.0,50.0,,
13IN,2200.0,60.0,,
13JY,50.0,50.0,,
13KS,2000.0,75.0,,
13KY,2000.0,100.0,,
13LA,50.0,20.0,,
13LA,50.0,20.0,,
13LA,50.0,20.0,,
13LA,50.0,20.0,,
13LL,25.0,25.0,,
13LS,2200.0,40.0,,
13M,900.0,250.0,,
13MA,2475.0,55.0,42.22629928588867,-72.30919647216797
13ME,2100.0,100.0,45.777099609375,-69.8052978515625
13MI,60.0,60.0,,
13MN,1600.0,80.0,,
13MO,2000.0,100.0,,
13MS,3000.0,100.0,,
13MT,2300.0,60.0,,
13N,1924.0,135.0,,
13NC,4000.0,150.0,35.03379821777344,-77.24919891357422
13NC,4200.0,150.0,35.034698486328125,-77.25360107421875
13NC,4100.0,150.0,35.027400970458984,-77.24909973144531
13NE,2600.0,200.0,,
13NH,33.0,33.0,,
13NJ,50.0,50.0,,
13NK,75.0,75.0,,
13NM,3840.0,50.0,,
13NR,1900.0,50.0,,
13NY,60.0,60.0,,
13OH,2250.0,90.0,,
13OI,25.0,25.0,,
13OK,40.0,40.0,,
13OR,1950.0,40.0,,
13PA,2075.0,50.0,,
13PN,880.0,100.0,,
13PS,80.0,80.0,,
13Q,5200.0,45.0,,
13S,5000.0,4000.0,,
13SC,20.0,20.0,,
13TA,35.0,35.0,,
13TE,2330.0,100.0,,
13TN,37.0,37.0,,
13TS,3000.0,30.0,,
13TX,2100.0,100.0,,
13TX,2700.0,100.0,,
13TX,1800.0,100.0,,
13VA,65.0,65.0,,
13VG,80.0,80.0,,
13W,1750.0,24.0,,
13WA,20.0,20.0,,
13WI,2440.0,68.0,,
13WI,2400.0,68.0,,
13XA,2500.0,50.0,,
13XS,48.0,48.0,,
13Y,3000.0,150.0,48.40829849243164,-93.5731964111328
13Z,10000.0,2000.0,,
14AK,1300.0,80.0,,
14AL,1600.0,75.0,,
14AL,1600.0,75.0,,
14AL,1600.0,75.0,,
14AL,1600.0,75.0,,
14AL,1600.0,75.0,,
14AZ,4300.0,50.0,31.91029930114746,-111.11599731445312
14CA,40.0,40.0,,
14CL,65.0,65.0,,
14CT,80.0,25.0,,
14FA,2000.0,60.0,,
14FA,2000.0,60.0,,
14FD,2500.0,100.0,,
14FL,2000.0,60.0,,
14GA,20.0,20.0,,
14GE,50.0,50.0,,
14I,1220.0,80.0,39.634498596191406,-83.74819946289062
14IA,2780.0,120.0,,
14ID,1900.0,50.0,,
14IS,40.0,40.0,,
14KS,2600.0,100.0,,
14KY,2240.0,75.0,,
14L,50.0,40.0,,
14LL,40.0,40.0,,
14LS,400.0,150.0,,
14MA,40.0,40.0,,
14ME,1100.0,60.0,,
14MI,900.0,8.0,,
14MN,52.0,52.0,,
14MO,1900.0,100.0,,
14MS,1600.0,75.0,32.347198486328125,-89.03289794921875
14MS,3500.0,75.0,32.346099853515625,-89.02860260009766
14N,2020.0,100.0,,
14NC,5000.0,150.0,34.51139831542969,-77.54859924316406
14NC,5000.0,150.0,,
14ND,2120.0,100.0,,
14NH,50.0,50.0,,
14NJ,200.0,200.0,,
14NK,1800.0,50.0,,
14NY,44.0,44.0,,
14OH,2000.0,60.0,,
14OI,2500.0,80.0,40.9208984375,-82.11009979248047
14P,4553.0,80.0,,
14PA,1300.0,100.0,,
14PS,1140.0,100.0,,
14S,2318.0,50.0,46.89459991455078,-124.0979995727539
14SN,40.0,40.0,,
14TA,1500.0,30.0,,
14TE,2700.0,100.0,,
14TN,150.0,150.0,,
14TS,6044.0,70.0,27.41390037536621,-98.60130310058594
14TT,2000.0,30.0,,
14TX,2000.0,40.0,,
14UT,50.0,50.0,,
14VA,1900.0,50.0,,
14WA,2600.0,50.0,,
14WI,90.0,90.0,,
14WS,2450.0,60.0,45.77539825439453,-91.5553970336914
14WV,30.0,30.0,,
14XA,1800.0,60.0,,
14XS,1800.0,100.0,,
15A,2000.0,180.0,,
15AK,2095.0,40.0,,
15AL,500.0,100.0,,
15AL,500.0,100.0,,
15AL,700.0,100.0,,
15AL,650.0,100.0,,
15AR,2500.0,120.0,34.82310104370117,-90.54090118408205
15AZ,4000.0,65.0,,
15CA,100.0,100.0,,
15CL,2300.0,50.0,,
15CO,50.0,35.0,,
15FA,71.0,71.0,,
15FD,2190.0,80.0,,
15FL,2292.0,50.0,30.149999618530277,-82.65969848632812
15FL,3513.0,25.0,30.14889907836914,-82.66639709472656
15G,2410.0,37.0,41.03139877319336,-81.79679870605469
15GA,2500.0,75.0,,
15ID,1600.0,200.0,,
15II,250.0,300.0,,
15IL,2900.0,100.0,,
15IN,1500.0,75.0,,
15KS,2300.0,50.0,,
15KY,2540.0,100.0,,
15LA,835.0,102.0,,
15LL,2500.0,70.0,,
15LS,44.0,44.0,,
15MA,700.0,20.0,,
15ME,2600.0,60.0,,
15MI,30.0,30.0,,
15MN,2500.0,120.0,45.26440048217773,-94.50689697265624
15MN,2000.0,90.0,,
15MO,2295.0,75.0,,
15MT,1500.0,100.0,,
15N,2035.0,70.0,,
15N,2842.0,70.0,,
15NC,1800.0,50.0,,
15NE,2900.0,60.0,,
15NH,20.0,20.0,,
15NJ,100.0,100.0,,
15NK,2700.0,100.0,,
15NY,50.0,50.0,,
15OH,50.0,50.0,,
15OI,400.0,330.0,,
15OK,1350.0,50.0,,
15OR,60.0,60.0,,
15PA,2280.0,28.0,,
15PN,66.0,66.0,,
15PS,50.0,47.0,,
15S,400.0,100.0,,
15S,100.0,100.0,,
15TA,3200.0,75.0,,
15TE,60.0,60.0,,
15TN,40.0,40.0,,
15TS,20.0,20.0,,
15TT,800.0,50.0,,
15TX,1550.0,50.0,,
15VA,1950.0,125.0,,
15W,1880.0,50.0,,
15WA,2000.0,50.0,,
15WI,2600.0,100.0,,
15XS,1915.0,70.0,,
16A,2420.0,75.0,60.90280151367188,-162.44200134277344
16A,3000.0,300.0,,
16AK,1200.0,60.0,,
16AL,1600.0,75.0,,
16AL,1600.0,75.0,,
16AL,1600.0,75.0,,
16AL,1600.0,75.0,,
16AL,1600.0,75.0,,
16AL,1600.0,75.0,,
16AR,2000.0,100.0,,
16AZ,2900.0,50.0,,
16CA,150.0,100.0,,
16CL,40.0,40.0,,
16CO,1900.0,65.0,,
16DE,50.0,50.0,,
16FA,2680.0,200.0,,
16FD,3400.0,200.0,,
16FL,3000.0,200.0,,
16GA,25.0,25.0,,
16IA,2400.0,60.0,,
16ID,75.0,75.0,,
16II,2600.0,125.0,,
16IL,2000.0,120.0,,
16IL,2000.0,120.0,,
16IN,70.0,70.0,,
16IS,2200.0,70.0,,
16K,10000.0,1000.0,,
16KS,2100.0,60.0,,
16KY,2400.0,30.0,,
16LA,65.0,65.0,,
16LL,100.0,100.0,,
16LS,2700.0,75.0,,
16MA,225.0,75.0,,
16MD,1800.0,50.0,,
16MI,1300.0,80.0,,
16MO,1900.0,60.0,,
16MS,50.0,50.0,,
16MT,3300.0,40.0,,
16NC,1524.0,66.0,,
16NC,2600.0,100.0,,
16ND,2300.0,70.0,,
16NE,4990.0,70.0,,
16NH,3700.0,350.0,,
16NH,3300.0,350.0,,
16NJ,15000.0,4000.0,,
16NK,50.0,50.0,,
16NY,25.0,25.0,,
16OH,30.0,30.0,,
16OI,2600.0,100.0,,
16OK,1800.0,100.0,,
16PA,2500.0,100.0,,
16PN,100.0,100.0,,
16S,2600.0,60.0,42.99959945678711,-123.31199645996094
16SC,3800.0,200.0,,
16TA,5600.0,75.0,,
16TE,2700.0,30.0,,
16TN,75.0,75.0,,
16TS,1500.0,30.0,,
16TX,1900.0,50.0,,
16UT,1000.0,50.0,,
16VA,50.0,50.0,,
16W,3400.0,50.0,,
16WA,1515.0,40.0,,
16WI,10000.0,4000.0,,
16WI,10000.0,4000.0,,
16X,3000.0,60.0,33.076698303222656,-97.35810089111328
16XS,2000.0,100.0,,
16Z,4000.0,350.0,,
17AK,150.0,50.0,,
17AL,2000.0,75.0,,
17AL,2000.0,75.0,,
17AL,2000.0,75.0,,
